id,platform,date,title,summary,type,sourceUrl,impact
"suger-2026-08-17-suger-as-of-aug-17-2026","Suger","2026-08-17","Suger: As of Aug 17; 2026","Launched a usage-based billing platform that meters raw usage events; rates them; and reports the result to the marketplace; with new billing consoles and a guided migration from the previous setup.","release","https://www.suger.io/resources/changelog/#release-2026-08-17","high"
"suger-2026-08-17-insulin-as-of-aug-17-2026","Suger","2026-08-17","Insulin: As of Aug 17; 2026","Custom apps now run in a sandboxed runtime with their own database and connected integrations; so an app can store its own data and call third-party services directly.","release","https://www.insulin.dev/changelog/#release-2026-08-17","medium"
"suger-2026-08-16-co-sell-your-aws-sca-is-signed-now-operationalize-","Suger","2026-08-16","Co-Sell Your AWS SCA Is Signed. Now Operationalize It The signing is the easy part. An SCA is a multi-year plan with num","Co-Sell Your AWS SCA Is Signed. Now Operationalize It The signing is the easy part. An SCA is a multi-year plan with numbers in it; and the numbers only mean something if somebody can see them before the quarterly review. Aug 16; 2026","blog","https://www.suger.io/resources/blog/aws-sca-operating-plan/","low"
"suger-2026-08-16-aws-what-buy-with-aws-does-to-your-website-funnel-","Suger","2026-08-16","AWS What Buy with AWS Does to Your Website Funnel Adding a purchase button to your own site does not shorten the funnel.","AWS What Buy with AWS Does to Your Website Funnel Adding a purchase button to your own site does not shorten the funnel. It moves the qualification work upstream; onto a page that was never designed to do it. Aug 16; 2026","blog","https://www.suger.io/resources/blog/buy-with-aws-funnel/","low"
"suger-2026-08-16-aws-co-terming-and-expanding-marketplace-agreement","Suger","2026-08-16","AWS Co-Terming and Expanding Marketplace Agreements A mid-term expansion is either an amendment that replaces the agreem","AWS Co-Terming and Expanding Marketplace Agreements A mid-term expansion is either an amendment that replaces the agreement or a second agreement beside it. Those are different contracts; different invoices; and increasingly a real choice. Aug 16; 2026","blog","https://www.suger.io/resources/blog/co-terming-and-expanding-marketplace-agreements/","low"
"suger-2026-08-16-cloud-gtm-creating-private-offers-without-the-cons","Suger","2026-08-16","Cloud GTM Creating Private Offers Without the Console Generating an offer from CRM data is a small amount of code and a ","Cloud GTM Creating Private Offers Without the Console Generating an offer from CRM data is a small amount of code and a large amount of failure handling. The asynchronous parts are what decide whether the integration holds. Aug 16; 2026","blog","https://www.suger.io/resources/blog/creating-private-offers-without-the-console/","low"
"suger-2026-08-16-cloud-gtm-how-enterprise-buyers-buy-through-a-mark","Suger","2026-08-16","Cloud GTM How Enterprise Buyers Buy Through a Marketplace The seller sends an offer and waits. On the other side sits a ","Cloud GTM How Enterprise Buyers Buy Through a Marketplace The seller sends an offer and waits. On the other side sits a billing account; a role assignment and a procurement queue — and any one of them can hold the deal for a week. Aug 16; 2026","blog","https://www.suger.io/resources/blog/how-enterprise-buyers-buy-through-a-marketplace/","low"
"suger-2026-08-16-cloud-gtm-mcp-for-cloud-gtm-connecting-agents-to-d","Suger","2026-08-16","Cloud GTM MCP for Cloud GTM: Connecting Agents to Data An assistant that can read your marketplace data is useful. One t","Cloud GTM MCP for Cloud GTM: Connecting Agents to Data An assistant that can read your marketplace data is useful. One that can change it needs a permission model; and MCP is where that model has to be enforced. Aug 16; 2026","blog","https://www.suger.io/resources/blog/mcp-for-cloud-gtm/","low"
"suger-2026-08-16-cloud-gtm-one-gtm-motion-across-aws-azure-and-goog","Suger","2026-08-16","Cloud GTM One GTM Motion Across AWS; Azure and Google Cloud Most teams run each marketplace as its own programme and won","Cloud GTM One GTM Motion Across AWS; Azure and Google Cloud Most teams run each marketplace as its own programme and wonder why the third one costs as much as the first. The fix is knowing precisely which parts are the same. Aug 16; 2026","blog","https://www.suger.io/resources/blog/one-gtm-motion-across-aws-azure-google-cloud/","low"
"suger-2026-08-16-aws-packaging-software-and-services-in-one-offer-a","Suger","2026-08-16","AWS Packaging Software and Services in One Offer AWS offer sets let a buyer accept licence and implementation together i","AWS Packaging Software and Services in One Offer AWS offer sets let a buyer accept licence and implementation together in one action. The constraints on getting there are strict; and most of them cannot be fixed after release. Aug 16; 2026","blog","https://www.suger.io/resources/blog/packaging-software-and-services-in-one-offer/","low"
"suger-2026-08-16-security-how-security-reviews-shape-marketplace-de","Suger","2026-08-16","Security How Security Reviews Shape Marketplace Deals Being on a cloud marketplace means the provider vetted your artifa","Security How Security Reviews Shape Marketplace Deals Being on a cloud marketplace means the provider vetted your artifact. It does not mean the buyer's security team will skip theirs; and confusing the two costs weeks. Aug 16; 2026","blog","https://www.suger.io/resources/blog/security-reviews-in-marketplace-deals/","low"
"suger-2026-08-16-marketplaces-selling-on-snowflake-oracle-and-aliba","Suger","2026-08-16","Marketplaces Selling on Snowflake; Oracle and Alibaba Cloud The marketplaces past AWS; Microsoft and Google Cloud are no","Marketplaces Selling on Snowflake; Oracle and Alibaba Cloud The marketplaces past AWS; Microsoft and Google Cloud are not smaller copies of them. Each gates sellers differently; and one of them caps how much of a customer's commitment you can take. Aug 16; 2026","blog","https://www.suger.io/resources/blog/selling-on-snowflake-oracle-and-alibaba-cloud/","low"
"suger-2026-08-16-billing-metering-when-usage-records-fail-batching-","Suger","2026-08-16","Billing & Metering When Usage Records Fail: Batching and Retries A rejected usage record is unbilled revenue with a dead","Billing & Metering When Usage Records Fail: Batching and Retries A rejected usage record is unbilled revenue with a deadline on it. The response codes tell you which failures to retry and which to fix — and they are not the same failures. Aug 16; 2026","blog","https://www.suger.io/resources/blog/when-usage-records-fail/","low"
"azure-2026-08-14-grow-your-security-practice-at-it-nation","Azure","2026-08-14","Grow your security practice at IT Nation","Help SMB customers become AI-ready while sharpening your security practice—meet Microsoft at IT Nation Connect ANZ 2026.","pricing","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#grow-your-security-practice-at-it-nation","medium"
"azure-2026-08-14-prepare-customers-for-a-simpler-unified-microsoft-","Azure","2026-08-14","Prepare customers for a simpler; unified Microsoft Copilot app experience","Prepare customers for a simpler; unified Microsoft Copilot app experience.","policy","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#prepare-customers-for-a-simpler-unified-microsoft-copilot-app-experience","medium"
"suger-2026-08-14-cloud-gtm-how-authentication-works-for-marketplace","Suger","2026-08-14","Cloud GTM How Authentication Works for Marketplace APIs Marketplace API access is machine-to-machine; long-lived and org","Cloud GTM How Authentication Works for Marketplace APIs Marketplace API access is machine-to-machine; long-lived and organisation-scoped. That combination breaks most of the credential habits teams bring to it. Aug 14; 2026","blog","https://www.suger.io/resources/blog/authentication-for-marketplace-apis/","low"
"suger-2026-08-14-billing-metering-designing-metering-dimensions-you","Suger","2026-08-14","Billing & Metering Designing Metering Dimensions You Won't Regret Metering dimensions are the hardest thing to change af","Billing & Metering Designing Metering Dimensions You Won't Regret Metering dimensions are the hardest thing to change after launch and the easiest to rush before it. Five questions to answer before you publish. Aug 14; 2026","blog","https://www.suger.io/resources/blog/designing-metering-dimensions/","high"
"suger-2026-08-14-cloud-gtm-exporting-marketplace-data-to-your-wareh","Suger","2026-08-14","Cloud GTM Exporting Marketplace Data to Your Warehouse Marketplace data arrives daily; in CSV; with two different timest","Cloud GTM Exporting Marketplace Data to Your Warehouse Marketplace data arrives daily; in CSV; with two different timestamps on every row. Here is how to land it in a warehouse without corrupting your history. Aug 14; 2026","blog","https://www.suger.io/resources/blog/exporting-marketplace-data-to-your-warehouse/","low"
"suger-2026-08-14-cloud-gtm-marketplace-events-and-webhooks-a-practi","Suger","2026-08-14","Cloud GTM Marketplace Events and Webhooks: A Practical Guide Every marketplace subscription change arrives as an event; ","Cloud GTM Marketplace Events and Webhooks: A Practical Guide Every marketplace subscription change arrives as an event; and two carry a deadline. Here is the full set; and what each one obliges you to do. Aug 14; 2026","blog","https://www.suger.io/resources/blog/marketplace-events-and-webhooks/","low"
"suger-2026-08-14-cloud-gtm-marketplace-data-in-salesforce-what-to-s","Suger","2026-08-14","Cloud GTM Marketplace Data in Salesforce: What to Sync Syncing everything from a marketplace into Salesforce creates a s","Cloud GTM Marketplace Data in Salesforce: What to Sync Syncing everything from a marketplace into Salesforce creates a second source of truth that disagrees with the first. Here is the boundary that holds. Aug 14; 2026","blog","https://www.suger.io/resources/blog/marketplace-data-in-salesforce/","low"
"suger-2026-08-14-cloud-gtm-marketplace-setup-steps-teams-skip-and-r","Suger","2026-08-14","Cloud GTM Marketplace Setup Steps Teams Skip and Regret The setup steps that cause trouble later are the ones with no vi","Cloud GTM Marketplace Setup Steps Teams Skip and Regret The setup steps that cause trouble later are the ones with no visible consequence now. Seven commonly skipped; and what each one ends up costing. Aug 14; 2026","blog","https://www.suger.io/resources/blog/marketplace-setup-steps-teams-skip/","low"
"suger-2026-08-14-cloud-gtm-running-cloud-marketplace-operations-api","Suger","2026-08-14","Cloud GTM Running Cloud Marketplace Operations API-First Console-driven marketplace operations stop scaling sooner than ","Cloud GTM Running Cloud Marketplace Operations API-First Console-driven marketplace operations stop scaling sooner than teams expect. What moves to an API first; and what should stay a human decision. Aug 14; 2026","blog","https://www.suger.io/resources/blog/running-marketplace-operations-api-first/","low"
"suger-2026-08-14-billing-metering-tax-and-withholding-on-marketplac","Suger","2026-08-14","Billing & Metering Tax and Withholding on Marketplace Revenue Who remits tax on a marketplace sale depends on the countr","Billing & Metering Tax and Withholding on Marketplace Revenue Who remits tax on a marketplace sale depends on the country; and the marketplace decides. The structure finance needs before the first payout. Aug 14; 2026","blog","https://www.suger.io/resources/blog/tax-and-withholding-on-marketplace-revenue/","low"
"suger-2026-08-14-cloud-gtm-the-first-marketplace-hire-what-to-look-","Suger","2026-08-14","Cloud GTM The First Marketplace Hire: What to Look For The first marketplace hire is not a salesperson and not an engine","Cloud GTM The First Marketplace Hire: What to Look For The first marketplace hire is not a salesperson and not an engineer. Here is the shape of the role; the four skills that matter; and how to test for them. Aug 14; 2026","blog","https://www.suger.io/resources/blog/the-first-marketplace-hire/","low"
"suger-2026-08-14-cloud-gtm-what-should-happen-when-a-marketplace-tr","Suger","2026-08-14","Cloud GTM What Should Happen When a Marketplace Trial Ends A cloud marketplace free trial ends on a date the platform al","Cloud GTM What Should Happen When a Marketplace Trial Ends A cloud marketplace free trial ends on a date the platform already knows. Here is what has to happen in the days around it; and who owns each step. Aug 14; 2026","blog","https://www.suger.io/resources/blog/what-happens-when-a-marketplace-trial-ends/","low"
"aws-2026-08-13-securing-the-ai-development-lifecycle-with-aikido-","AWS","2026-08-13","Securing the AI development lifecycle with Aikido and Kiro","Aikido Security and Kiro help development teams secure the AI development lifecycle without slowing release velocity.","blog","https://aws.amazon.com/blogs/apn/securing-the-ai-development-lifecycle-with-aikido-and-kiro/","low"
"azure-2026-08-13-monthly-microsoft-ai-cloud-partner-program-update","Azure","2026-08-13","Monthly Microsoft AI Cloud Partner Program update","This month’s updates continue to enhance partner differentiation and readiness across high-demand solution areas. Key changes include specialization updates that integrate AI capabilities; revised skilling and performance requirements; and streamlined qualification frameworks to…","policy","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#monthly-microsoft-ai-cloud-partner-program-update","medium"
"azure-2026-08-13-windows-server-2016-extended-security-updates-csp-","Azure","2026-08-13","Windows Server 2016 Extended Security Updates: CSP price list republish","The Windows Server 2016 Extended Security Updates (ESU) Year 1–3 offers are now available . Due to a publishing delay; these offers were not included in the August 2026 CSP price list at its regular monthly publication.","pricing","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#windows-server-2016-extended-security-updates-csp-price-list-republish","high"
"azure-2026-08-12-csp-software-pricing-update-effective-october-1-20","Azure","2026-08-12","CSP software pricing update effective October 1; 2026","A 5% cost of capital uplift applies to annual-term CSP software subscriptions billed monthly.","pricing","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#csp-software-pricing-update-effective-october-1-2026","high"
"suger-2026-08-12-cloud-gtm-ai-agents-on-aws-marketplace-a-seller-s-","Suger","2026-08-12","Cloud GTM AI Agents on AWS Marketplace: A Seller's Guide AWS now has a category for AI agents and agentic tools; with tw","Cloud GTM AI Agents on AWS Marketplace: A Seller's Guide AWS now has a category for AI agents and agentic tools; with two deployment options and a quality bar attached. The mechanics are familiar; the pricing question is not. Aug 12; 2026","blog","https://www.suger.io/resources/blog/ai-agents-on-aws-marketplace/","low"
"suger-2026-08-12-cloud-gtm-the-aws-standard-contract-or-your-own-pa","Suger","2026-08-12","Cloud GTM The AWS Standard Contract; or Your Own Paper? The SCMP is free; pre-vetted; and reversible — three things your","Cloud GTM The AWS Standard Contract; or Your Own Paper? The SCMP is free; pre-vetted; and reversible — three things your own EULA is not. Here is what it actually contains; what opting in commits you to; and when to decline. Aug 12; 2026","blog","https://www.suger.io/resources/blog/aws-standard-contract-or-your-own-paper/","low"
"suger-2026-08-12-cloud-gtm-changing-your-marketplace-price-after-la","Suger","2026-08-12","Cloud GTM Changing Your Marketplace Price After Launch You can change the number. You mostly cannot change the model. He","Cloud GTM Changing Your Marketplace Price After Launch You can change the number. You mostly cannot change the model. Here is exactly what each cloud lets you edit once a listing is public — and how long it takes to bite. Aug 12; 2026","blog","https://www.suger.io/resources/blog/change-marketplace-price-after-launch/","high"
"suger-2026-08-12-cloud-gtm-connecting-your-crm-to-cloud-marketplace","Suger","2026-08-12","Cloud GTM Connecting Your CRM to Cloud Marketplace Data Marketplace records sit in three consoles your CRM cannot see. H","Cloud GTM Connecting Your CRM to Cloud Marketplace Data Marketplace records sit in three consoles your CRM cannot see. Here are the four sync patterns teams actually use; what each one costs; and which records belong where. Aug 12; 2026","blog","https://www.suger.io/resources/blog/connect-crm-to-cloud-marketplace-data/","low"
"suger-2026-08-12-cloud-gtm-marketplace-access-who-should-have-which","Suger","2026-08-12","Cloud GTM Marketplace Access: Who Should Have Which Role Marketplace tooling touches pricing; contracts and bank details","Cloud GTM Marketplace Access: Who Should Have Which Role Marketplace tooling touches pricing; contracts and bank details in one console. Most teams grant everyone admin and find out at the audit. Here is a least-privilege default. Aug 12; 2026","blog","https://www.suger.io/resources/blog/marketplace-access-roles/","low"
"suger-2026-08-12-cloud-gtm-entitlement-management-on-cloud-marketpl","Suger","2026-08-12","Cloud GTM Entitlement Management on Cloud Marketplaces A purchase event is not an entitlement; and an entitlement is not","Cloud GTM Entitlement Management on Cloud Marketplaces A purchase event is not an entitlement; and an entitlement is not access. The three-hop path between them is where marketplace products quietly break. Aug 12; 2026","blog","https://www.suger.io/resources/blog/marketplace-entitlement-management/","low"
"suger-2026-08-12-cloud-gtm-eulas-and-custom-terms-in-marketplace-de","Suger","2026-08-12","Cloud GTM EULAs and Custom Terms in Marketplace Deals Every marketplace offers you a standard contract and lets you refu","Cloud GTM EULAs and Custom Terms in Marketplace Deals Every marketplace offers you a standard contract and lets you refuse it. That choice sets your close time for years; and on one cloud it is irreversible. Aug 12; 2026","blog","https://www.suger.io/resources/blog/marketplace-eulas-and-custom-terms/","low"
"suger-2026-08-12-cloud-gtm-what-it-takes-to-get-listed-a-readiness-","Suger","2026-08-12","Cloud GTM What It Takes to Get Listed: A Readiness Checklist Marketplace review rejections are boring: a logo at the wro","Cloud GTM What It Takes to Get Listed: A Readiness Checklist Marketplace review rejections are boring: a logo at the wrong ratio; a EULA behind a login; a default password. Here is the checklist that gets you through first time. Aug 12; 2026","blog","https://www.suger.io/resources/blog/marketplace-listing-readiness-checklist/","low"
"suger-2026-08-12-billing-metering-seller-of-record-why-it-changes-y","Suger","2026-08-12","Billing & Metering Seller of Record: Why It Changes Your Books On a marketplace; somebody else invoices your customer an","Billing & Metering Seller of Record: Why It Changes Your Books On a marketplace; somebody else invoices your customer and collects the cash. That one fact reshapes your AR; your tax exposure and the conversation with your auditor. Aug 12; 2026","blog","https://www.suger.io/resources/blog/marketplace-seller-of-record/","low"
"suger-2026-08-12-cloud-gtm-how-to-run-a-paid-poc-through-a-marketpl","Suger","2026-08-12","Cloud GTM How to Run a Paid POC Through a Marketplace A paid pilot on the buyer's cloud bill draws down committed spend ","Cloud GTM How to Run a Paid POC Through a Marketplace A paid pilot on the buyer's cloud bill draws down committed spend and skips a procurement cycle. The mechanics are simple; the conversion path is where deals die. Aug 12; 2026","blog","https://www.suger.io/resources/blog/paid-poc-through-a-marketplace/","low"
"aws-2026-08-10-aws-marketplace-now-supports-category-based-notifi","AWS","2026-08-10","AWS Marketplace now supports category-based notification subscriptions and multi-channel delivery for buyers","AWS Marketplace buyers can now configure category-based notifications and multi-channel delivery through AWS User Notifications.","release","https://aws.amazon.com/about-aws/whats-new/2026/08/aws-marketplace-managed-buyer-notifications/","medium"
"azure-2026-08-10-enter-the-csp-copilot-partner-council-contest","Azure","2026-08-10","Enter the CSP Copilot Partner Council Contest","Share your top Microsoft 365 Copilot customer success story for a chance to join the SMB Copilot Partner Council and attend an exclusive NYC event.","program","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#enter-the-csp-copilot-partner-council-contest","low"
"azure-2026-08-10-manage-agents-across-multiple-tenants","Azure","2026-08-10","Manage agents across multiple tenants","Manage agents across customer and subsidiary tenants from a new; single experience in the Microsoft 365 admin center.","blog","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#manage-agents-across-multiple-tenants","high"
"suger-2026-08-10-aws-four-metrics-to-watch-after-you-add-buy-with-a","Suger","2026-08-10","AWS Four Metrics to Watch After You Add Buy with AWS Buy with AWS puts a marketplace purchase button on your own website","AWS Four Metrics to Watch After You Add Buy with AWS Buy with AWS puts a marketplace purchase button on your own website — which makes your site part of the funnel AWS reports on. Here is what AWS measures; and the four ratios worth watching. Aug 10; 2026","blog","https://www.suger.io/resources/blog/buy-with-aws-metrics/","low"
"suger-2026-08-10-prm-channel-partner-relationship-management-explai","Suger","2026-08-10","PRM Channel Partner Relationship Management; Explained Most channel programs are a tier chart nobody can qualify against","PRM Channel Partner Relationship Management; Explained Most channel programs are a tier chart nobody can qualify against and a commission rate nobody can compute. Here is what channel PRM has to hold; and how to design tiers that survive an audit. Aug 10; 2026","blog","https://www.suger.io/resources/blog/channel-partner-relationship-management/","low"
"suger-2026-08-10-prm-attribution-rules-that-stop-channel-conflict-c","Suger","2026-08-10","PRM Attribution Rules That Stop Channel Conflict Channel conflict is not a relationship problem. It is an unwritten rule","PRM Attribution Rules That Stop Channel Conflict Channel conflict is not a relationship problem. It is an unwritten rule discovered at the worst possible moment — when two parties have already claimed the same deal. Aug 10; 2026","blog","https://www.suger.io/resources/blog/deal-registration-conflict-rules/","low"
"suger-2026-08-10-azure-connect-dynamics-365-to-your-marketplace-pip","Suger","2026-08-10","Azure Connect Dynamics 365 to Your Marketplace Pipeline Marketplace tooling is built for Salesforce and HubSpot. If your","Azure Connect Dynamics 365 to Your Marketplace Pipeline Marketplace tooling is built for Salesforce and HubSpot. If your CRM is Dynamics 365 — which it often is at a Microsoft-first ISV — here is what connecting it actually involves. Aug 10; 2026","blog","https://www.suger.io/resources/blog/dynamics-365-marketplace-integration/","low"
"suger-2026-08-10-cloud-gtm-your-first-90-days-selling-on-a-cloud-ma","Suger","2026-08-10","Cloud GTM Your First 90 Days Selling on a Cloud Marketplace Inheriting an unlaunched marketplace listing is a scheduling","Cloud GTM Your First 90 Days Selling on a Cloud Marketplace Inheriting an unlaunched marketplace listing is a scheduling problem disguised as a technical one. Here is the 90-day calendar; with a named owner for every milestone. Aug 10; 2026","blog","https://www.suger.io/resources/blog/first-90-days-cloud-marketplace/","high"
"suger-2026-08-10-co-sell-how-co-sell-works-on-aws-azure-and-google-","Suger","2026-08-10","Co-Sell How Co-Sell Works on AWS; Azure; and Google Cloud Every co-sell article tells you to build relationships. None t","Co-Sell How Co-Sell Works on AWS; Azure; and Google Cloud Every co-sell article tells you to build relationships. None tell you what actually happens to the record after you submit it. This is the mechanics — the statuses; the gates; and the fields that get you rejected.","blog","https://www.suger.io/resources/blog/how-co-sell-works/","low"
"suger-2026-08-10-cloud-gtm-how-long-does-a-marketplace-integration-","Suger","2026-08-10","Cloud GTM How Long Does a Marketplace Integration Take? The connector takes about twenty minutes. The review queue takes","Cloud GTM How Long Does a Marketplace Integration Take? The connector takes about twenty minutes. The review queue takes weeks. Here is the honest breakdown of a marketplace integration; step by step; and which steps block which. Aug 10; 2026","blog","https://www.suger.io/resources/blog/how-long-marketplace-integration-takes/","low"
"suger-2026-08-10-aws-when-a-buyer-pays-but-provisioning-never-happe","Suger","2026-08-10","AWS When a Buyer Pays but Provisioning Never Happens The worst marketplace support ticket: a customer who has been charg","AWS When a Buyer Pays but Provisioning Never Happens The worst marketplace support ticket: a customer who has been charged and has no access. There are six places that handshake breaks; and five of them are silent. Aug 10; 2026","blog","https://www.suger.io/resources/blog/marketplace-provisioning-failures/","low"
"suger-2026-08-10-billing-metering-why-your-marketplaces-report-diff","Suger","2026-08-10","Billing & Metering Why Your Marketplaces Report Different Numbers Three consoles; three revenue figures; none of them wr","Billing & Metering Why Your Marketplaces Report Different Numbers Three consoles; three revenue figures; none of them wrong. The differences are structural — different clocks; different payout triggers; different definitions of the same dollar. Aug 10; 2026","blog","https://www.suger.io/resources/blog/marketplace-revenue-reconciliation/","low"
"suger-2026-08-10-cloud-gtm-offer-vs-entitlement-what-s-the-differen","Suger","2026-08-10","Cloud GTM Offer vs Entitlement: What's the Difference? Two words a marketplace hire meets in week one; and the confusion","Cloud GTM Offer vs Entitlement: What's the Difference? Two words a marketplace hire meets in week one; and the confusion between them explains a surprising share of incidents. An offer is a proposal; an entitlement is the access a purchase grants. Aug 10; 2026","blog","https://www.suger.io/resources/blog/offer-vs-entitlement/","low"
"suger-2026-08-10-suger-as-of-aug-10-2026","Suger","2026-08-10","Suger: As of Aug 10; 2026","You can now register a co-sell on a partner's behalf — for partners who send deals by email — with the deal gated on that partner's own emailed confirmation before it can be marked won.","release","https://www.suger.io/resources/changelog/#release-2026-08-10","high"
"suger-2026-08-10-insulin-as-of-aug-10-2026","Suger","2026-08-10","Insulin: As of Aug 10; 2026","Knowledge base syncing now reports accurate indexed and total counts as it runs; and you can bulk-import an entire website into a knowledge base. Knowledge bases Long-running agent goals now stream their output live; and can be steered or cancelled while they run.","release","https://www.insulin.dev/changelog/#release-2026-08-10","medium"
"suger-2026-08-09-aws-the-aws-isv-partner-path-is-now-the-software-p","Suger","2026-08-09","AWS The AWS ISV Partner Path Is Now the Software Path AWS renamed the ISV Path to the Software Path; and the rename is t","AWS The AWS ISV Partner Path Is Now the Software Path AWS renamed the ISV Path to the Software Path; and the rename is the least interesting part. What matters is which stage you are at; and what each one actually unlocks. Aug 9; 2026","blog","https://www.suger.io/resources/blog/aws-isv-partner-path/","low"
"suger-2026-08-09-aws-aws-marketplace-contract-pricing-vs-usage-pric","Suger","2026-08-09","AWS AWS Marketplace Contract Pricing vs Usage Pricing The difference is not commercial; it's architectural. A contract p","AWS AWS Marketplace Contract Pricing vs Usage Pricing The difference is not commercial; it's architectural. A contract product verifies entitlements and never meters. A subscription product meters every hour or you don't get paid. Aug 9; 2026","blog","https://www.suger.io/resources/blog/aws-marketplace-contract-vs-usage-pricing/","low"
"suger-2026-08-09-aws-aws-marketplace-renewals-an-operating-playbook","Suger","2026-08-09","AWS AWS Marketplace Renewals: An Operating Playbook A marketplace renewal is not a renewal conversation with a purchase ","AWS AWS Marketplace Renewals: An Operating Playbook A marketplace renewal is not a renewal conversation with a purchase order at the end. It is a dated event with an automatic default; and the default fires whether or not anyone is watching. Aug 9; 2026","blog","https://www.suger.io/resources/blog/aws-marketplace-renewals/","low"
"suger-2026-08-09-aws-what-aws-marketplace-seller-insights-actually-","Suger","2026-08-09","AWS What AWS Marketplace Seller Insights Actually Show AWS gives sellers nine dashboards on the Insights tab; and most t","AWS What AWS Marketplace Seller Insights Actually Show AWS gives sellers nine dashboards on the Insights tab; and most teams use one of them. Here is what each actually reports — and the specific blind spot each one carries. Aug 9; 2026","blog","https://www.suger.io/resources/blog/aws-marketplace-seller-insights/","low"
"suger-2026-08-09-cloud-gtm-cloud-marketplace-metrics-worth-a-dashbo","Suger","2026-08-09","Cloud GTM Cloud Marketplace Metrics Worth a Dashboard Most marketplace dashboards report what already happened. The metr","Cloud GTM Cloud Marketplace Metrics Worth a Dashboard Most marketplace dashboards report what already happened. The metrics worth building are the ones that change a decision — and each one needs a named source dataset. Aug 9; 2026","blog","https://www.suger.io/resources/blog/cloud-marketplace-metrics/","low"
"suger-2026-08-09-aws-how-to-cancel-an-aws-marketplace-subscription-","Suger","2026-08-09","AWS How to Cancel an AWS Marketplace Subscription The cancellation path depends entirely on what the buyer bought. A sub","AWS How to Cancel an AWS Marketplace Subscription The cancellation path depends entirely on what the buyer bought. A subscription ends from a console page; a contract goes through AWS Support inside a 48-hour window most people miss. Aug 9; 2026","blog","https://www.suger.io/resources/blog/cancel-aws-marketplace-subscription/","low"
"suger-2026-08-09-cloud-gtm-marketplace-vs-direct-sales-when-each-wi","Suger","2026-08-09","Cloud GTM Marketplace vs Direct Sales: When Each Wins Most writing on this question is produced by companies paid when y","Cloud GTM Marketplace vs Direct Sales: When Each Wins Most writing on this question is produced by companies paid when you choose the marketplace. Here is the honest version; including the deals where direct is plainly the better channel. Aug 9; 2026","blog","https://www.suger.io/resources/blog/marketplace-vs-direct-sales/","low"
"suger-2026-08-09-cloud-gtm-cloud-marketplace-pricing-models-how-to-","Suger","2026-08-09","Cloud GTM Cloud Marketplace Pricing Models: How to Choose AWS; Microsoft; and Google Cloud each support a different set ","Cloud GTM Cloud Marketplace Pricing Models: How to Choose AWS; Microsoft; and Google Cloud each support a different set of pricing models — and all three make the choice permanent. Here is the cross-cloud comparison nobody publishes. Aug 9; 2026","blog","https://www.suger.io/resources/blog/cloud-marketplace-pricing-models/","low"
"suger-2026-08-09-prm-partner-sourced-vs-partner-influenced-revenue-","Suger","2026-08-09","PRM Partner-Sourced vs Partner-Influenced Revenue Every partnerships leader has been asked to prove partner revenue is r","PRM Partner-Sourced vs Partner-Influenced Revenue Every partnerships leader has been asked to prove partner revenue is real. The answer depends on a distinction most teams have never written down — and cannot defend when a CFO pushes. Aug 9; 2026","blog","https://www.suger.io/resources/blog/partner-sourced-vs-partner-influenced/","low"
"suger-2026-08-09-cloud-gtm-who-should-own-cloud-marketplace-revenue","Suger","2026-08-09","Cloud GTM Who Should Own Cloud Marketplace Revenue at an ISV? Marketplace revenue usually lands wherever the first deal ","Cloud GTM Who Should Own Cloud Marketplace Revenue at an ISV? Marketplace revenue usually lands wherever the first deal happened to land. Four ownership models exist; each optimises for something different; and the wrong one is expensive. Aug 9; 2026","blog","https://www.suger.io/resources/blog/who-owns-cloud-marketplace-revenue/","low"
"aws-2026-08-07-enhance-dns-protection-with-palo-alto-networks-on-","AWS","2026-08-07","Enhance DNS protection with Palo Alto Networks on Amazon Route 53 DNS Firewall","Amazon Route 53 Resolver DNS Firewall now integrates Palo Alto Networks Advanced DNS Security; bringing more than 30 advanced DNS threat detections including fast flux; DNS hijacking; domain generation algorithms; and newly registered domains—directly into your DNS Firewall rule…","blog","https://aws.amazon.com/blogs/apn/enhance-dns-protection-with-palo-alto-networks-on-amazon-route-53-dns-firewall/","low"
"azure-2026-08-07-invoice-generation-delayed-for-some-partners","Azure","2026-08-07","Invoice generation delayed for some partners","Invoice generation is currently delayed for a small percentage of partners. Microsoft is actively working to resolve the issue.","pricing","https://learn.microsoft.com/en-us/partner-center/announcements/2026-august#invoice-generation-delayed-for-some-partners","high"
"aws-2026-08-06-aws-waf-now-supports-a-salt-security-managed-rule-","AWS","2026-08-06","AWS WAF now supports a Salt Security managed rule group for API and MCP threat detection","AWS WAF now supports the Salt Security managed rule group; available through AWS Marketplace: Salt Managed Rules for AWS WAF - AI Agent API Security .","release","https://aws.amazon.com/about-aws/whats-new/2026/08/aws-waf-salt-security-managed-rules/","medium"
