name,tags,def,alias,source,last_updated
Billable Metric,suger,A named; reusable definition in Suger that specifies what usage to track and how to aggregate it — by COUNT; SUM; MAX; UNIQUE COUNT; or LATEST. Billable metrics are created before offers and referenced in price models to calculate charges. Distinct from Metering Dimension; which is marketplace-specific.,Related: Price Model; Metering Dimension,https://doc.suger.io/api/get-billable-metric/,2026-08-03
Billing Cycle,suger,The recurring interval at which a buyer's usage or subscription is billed — for example; Suger's own AI-feature usage is billed monthly; with an invoice generated automatically at the end of each billing period based on that period's total usage. The specific start day and length of a billing cycle are configured per contract or price model.,Related: Billing Period; Billing Interval; Entitlement,https://doc.suger.io/get-started/billing/overview/,2026-08-03
Billing Interval,suger; general,The frequency at which a buyer is charged within a contract — monthly; quarterly; annually; etc. Suger's own AI-feature billing; for example; runs on a monthly interval; with an invoice generated automatically at the end of each period.,Related: Billing Cycle; Billing Period; Price Model,https://doc.suger.io/get-started/billing/overview/,2026-08-03
Billing Period,suger; general,A single charging cycle within a contract's duration; at the end of which an invoice is generated based on that period's usage or charges — for example; Suger's own AI-feature billing runs on monthly periods. Multiple billing periods span the full contract term.,Related: Billing Cycle; Billing Interval; Invoice,https://doc.suger.io/get-started/billing/overview/,2026-08-03
Chargebee Integration,suger; integrations,Suger's connection to Chargebee; a subscription billing platform. Allows ISVs already using Chargebee to sync billing data and entitlements with Suger's marketplace and co-sell workflows.,Related: Stripe Integration; Billing; Entitlement,https://doc.suger.io/integrations/chargebee/,2026-08-03
Databricks Marketplace,general,Databricks' marketplace for data products and AI applications within the Databricks Data Intelligence Platform. Suger supports integration with Databricks to automate workflows; execute queries; and sync marketplace data.,Related: Listing; Entitlement; Snowflake Marketplace — Snowflake,https://docs.databricks.com/aws/en/marketplace,2026-08-03
Email Notification,suger,Suger's event-driven email alert and transactional email system. ISVs configure recipient lists to receive notifications on marketplace events — new entitlements; cancellations; usage alerts; and invoice issuance — distinct from Webhooks; which push to service endpoints. Suger also provides a full custom template builder powered by a Golang Template evaluator: templates support merge tags (buyer name; offer details; entitlement ID; and more); images; buttons; headings; and raw HTML blocks; with a test-against-mock-data capability that lets sellers preview rendered emails before activating.,Related: Webhook; Entitlement,https://doc.suger.io/get-started/email-notification/,2026-08-03
Invoice,suger,An accounts-receivable record in Suger tracking what a buyer or channel owes — issue and due dates; invoice amount; balance due; status; and aging. Invoices move through statuses (Draft; Invoiced; Overdue; Partial; Paid; Written Off; Voided); end-buyer invoices (including Stripe direct billing) age from the due date; while marketplace and reseller invoices age from the expected disbursement date.,Types: Commit; Installment; Usage; Addon | Related: Revenue; Stripe Integration; Disbursement,https://doc.suger.io/revenue/invoices/,2026-08-03
NetSuite Integration,suger; integrations,Suger's connection to Oracle NetSuite ERP; enabling ISVs to sync marketplace revenue; invoices; and entitlement data with their financial management system for automated reconciliation.,Related: Revenue; Invoice; Disbursement,https://doc.suger.io/integrations/netsuite/,2026-08-03
Okta Single Sign-On (SSO) Integration,suger; integrations,Suger's Single Sign-On integration with Okta. Allows organizations to manage Suger Console access through their existing Okta identity provider; enforcing centralized authentication and access policies.,Related: Role-Based Access Control (RBAC); Suger Console,https://doc.suger.io/integrations/okta-sso/,2026-08-03
Price Model,suger,The configuration governing how a buyer is charged for a marketplace offer — spanning flat-fee (fixed installments or recurring commit) and usage-based (consumption-metered) structures. Suger configures a price model per offer; with each marketplace exposing its own set of supported pricing structures (for example; AWS Marketplace offers Subscription pay-as-you-go; Contract upfront-commitment; combined Contract-with-Subscription; and Free pricing).,Sub-types: Basic; Tiered; Bulk; Volume; Percentage; Tiered Percentage; Matrix | Related: Billable Metric; Billable Dimension; Offer,https://doc.suger.io/aws-marketplace/pricing-model/,2026-08-03
Revenue,suger,Suger's revenue lifecycle dashboard; tracking bookings through billing; cash collection; and disbursement across every connected marketplace and direct billing channel in one view. Distinct from Disbursement — Revenue tracks what was earned and invoiced; Disbursement tracks what has actually been paid out.,Related: Disbursement; Invoice; Suger Analytics,https://doc.suger.io/revenue/overview/,2026-08-03
Salesforce App,suger; cosell; integrations,Suger's native Salesforce application that embeds marketplace entitlement data; co-sell referral status; and metering information directly inside Salesforce — beyond the standard CRM Integration's bi-directional sync.,Related: Salesforce Integration; CRM Integration; Co-sell,https://doc.suger.io/integrations/salesforce/,2026-08-03
HubSpot App,suger; cosell; integrations,Suger's native HubSpot application that surfaces marketplace and co-sell data inside HubSpot deals and contacts; enabling sales teams to act on entitlement events without leaving their CRM.,Related: HubSpot Integration; CRM Integration; Co-sell,https://doc.suger.io/integrations/hubspot/,2026-08-03
Service Quotas,suger,Suger-enforced limits on API request rates and resource counts per organization — such as the number of products; offers; or usage records that can be created. Quotas can be reviewed and increase requests submitted via the Suger Console.,Related: Suger API Client; Organization,https://doc.suger.io/get-started/,2026-08-03
Stripe Integration,suger; integrations,Suger's connection to Stripe for non-marketplace (direct) billing. When Stripe is selected as the billing partner on a product; Suger uses Stripe to collect payments; issue invoices; and deposit funds to the ISV's Stripe account.,Related: Invoice; Payment; Billing,https://doc.suger.io/integrations/stripe/,2026-08-03
Table Export,suger,A Suger feature that exports tabular data — entitlements; usage records; revenue — from Suger's database to Amazon S3 (via a temporary presigned link) or Snowflake for custom reporting and data warehousing. Exports support CSV; JSON; and Parquet formats; and can be configured as one-time exports or recurring scheduled exports with time-based filters. Table Export is the primary mechanism for pushing Suger data into external analytics pipelines or data warehouses.,Related: Snowflake Integration; Suger Analytics,https://doc.suger.io/get-started/table-export/,2026-06-16
AWS Partner Funding — AWS,aws; cosell; funding,AWS's program that provides financial support (credits or cash) to partners pursuing co-sell opportunities. In Suger; funding requests are submitted; tracked; and managed directly from the Co-sell module via the Partner Central Funding Benefits API.,Related: Marketing Development Funds (MDF) — AWS; Migration Acceleration Program (MAP) — AWS; Partner Opportunity Acceleration (POA) — AWS; Proof of Concept (POC) Funding — AWS,https://aws.amazon.com/partners/funding/,2026-05-14
Funding Wallet,aws; cosell; suger,A balance and budget tracker within Suger's Funding tab showing a partner's available funding balance and the history of submitted and approved funding requests from AWS.,Related: AWS Partner Funding — AWS; Benefit Allocation — AWS; AWS Partner Funding Portal (APFP) — AWS,https://doc.suger.io/cosell/cosell-funding/,2026-08-03
Funding — Suger,suger; cosell; funding,The Suger Console tab that aggregates AWS Partner Central funding programs — MDF; POC Funding; and other ACE-linked incentives — into a single submit-and-track workflow. Suger connects directly to the AWS Partner Central API so sellers can create a funding request pre-filled from an existing co-sell opportunity or deal; without leaving the Suger Console or CRM. Requires an active AWS ACE integration migrated to Partner Central 3.0 before funding benefits can be enabled.,Related: APN Customer Engagements (ACE) — AWS; Marketing Development Funds (MDF) — AWS; Funding Wallet,https://doc.suger.io/cosell/cosell-funding/,2026-07-10
Partner Central 3.0 (PC3.0) — AWS,aws; cosell,The latest version of AWS's partner portal. Required for access to the Funding Benefits API — ISVs must complete migration to PC3.0 before AWS Funding can be activated in Suger. Migration status is confirmed via the AWS Partner Manager.,Related: Funding Benefits API — AWS; AWS Partner Funding — AWS; APN Customer Engagements (ACE) — AWS,https://aws.amazon.com/partners/partner-central/,2026-08-03
Funding Benefits API — AWS,aws; cosell,The AWS Partner Central API endpoint enabling programmatic submission and tracking of funding requests. Only available after a partner's migration to Partner Central 3.0 is confirmed.,Related: Partner Central 3.0 (PC3.0) — AWS; AWS Partner Funding — AWS; AWS ACE Integration,https://aws.amazon.com/partners/funding/,2026-08-03
Marketing Development Funds (MDF) — AWS,aws; cosell; funding,AWS co-marketing funding provided to partners to offset demand generation costs — events; campaigns; digital ads; content creation; etc. Partners are reimbursed up to 50% of eligible expenses after submitting proof of performance (receipts). Can also be issued as AWS Promotional Credits. Requested via the AWS Partner Funding Portal. Requires an Amazon Payee Central account for cash disbursement. MDF can stack on top of Strategic Collaboration Agreement (SCA) — AWS benefits.,Related: AWS Partner Funding — AWS; Plan of Action (POA) — AWS; Partner Opportunity Acceleration (POA) — AWS; Partner Initiative Funding (PIF) — AWS,https://aws.amazon.com/partners/funding/,2026-05-14
Migration Acceleration Program (MAP) — AWS,aws; cosell; funding,An AWS funding program providing credits and cash to partners helping customers migrate and modernize workloads on AWS. As of 2026; now covers generative AI and agentic features built during modernization — not just migrations. Funding scales with deal size.,Related: AWS Partner Funding — AWS; ISV Workload Migration Program (WMP) — AWS,https://aws.amazon.com/migration-acceleration-program/,2026-05-14
AWS Partner Funding Portal (APFP) — AWS,aws; cosell,The AWS portal where partners submit; track; and manage fund requests across all funding programs (MDF; MAP; POC; PIF; etc.). Accessible via the Funding tab in AWS Partner Central.,Related: AWS Partner Funding — AWS; Marketing Development Funds (MDF) — AWS; Partner Opportunity Acceleration (POA) — AWS,https://aws.amazon.com/partners/funding/,2026-08-03
Benefit Allocation — AWS,aws; cosell,An approved funding grant issued to a partner through the AWS Benefits API. Can take the form of cash disbursements; AWS credits; consumable wallets; access grants; or recognition. Each allocation has a lifecycle status tracked via the Partner Central API.,Related: Funding Benefits API — AWS; AWS Partner Funding — AWS; Funding Wallet,https://docs.aws.amazon.com/partner-central/latest/APIReference/working-with-benefit-allocations.html,2026-08-03
Amazon Payee Central — AWS,aws; cosell,Amazon's payment registration system where partners must set up bank account and tax information before receiving any cash-based AWS funding benefits (MDF; MAP; etc.). Required prerequisite for cash disbursements.,Related: Marketing Development Funds (MDF) — AWS; Partner Opportunity Acceleration (POA) — AWS; AWS Partner Funding — AWS,https://aws.amazon.com/marketplace/management/paymentstatus/,2026-08-03
Proof of Concept (POC) Funding — AWS,aws; cosell; funding,AWS funding that offsets up to 10% of the cost of building a proof of concept for a customer; capped at $25; 000. Submitted through the AWS Partner Funding Portal. Requires Validated+ stage in any Partner Path. The ACE opportunity must be in Technical Validation stage or beyond.,Part of: Partner Opportunity Acceleration (POA) — AWS | Related: AWS Partner Funding — AWS; AWS Partner Funding Portal (APFP) — AWS,https://aws.amazon.com/partners/funding/,2026-05-14
Partner Initiative Funding (PIF) — AWS,aws; cosell; funding,An AWS funding type tied to specific partner agreement-based initiatives. The PIF template in the AWS Partner Funding Portal lets eligible partners self-access their initiative funds without requiring their AWS Partner Manager to be involved in every request — reducing friction and accelerating time-to-funding.,Related: AWS Partner Funding — AWS; Marketing Development Funds (MDF) — AWS; AWS Partner Funding Portal (APFP) — AWS,https://aws.amazon.com/partners/funding/,2026-05-14
ISV Workload Migration Program (WMP) — AWS,aws; cosell; funding,An AWS program providing promotional credits and go-to-market support to ISVs that help migrate customer workloads from on-premises to a SaaS model on AWS. As of 2026; WMP now offers direct credit disbursement to end customers for eligible migrations. Requires: Foundational Technical Review completion; Validated stage status; a SaaS solution on AWS; and a qualified migration use case.,Related: AWS Partner Funding — AWS; Migration Acceleration Program (MAP) — AWS; Foundational Technical Review (FTR) — AWS,https://aws.amazon.com/partners/programs/isv-workload-migration/,2026-05-14
AWS Promotional Credits — AWS,aws; cosell,Non-cash credits applied to an AWS account to offset usage costs. Awarded through programs like Innovation Sandbox; ISV WMP; and MAP. Not redeemable for cash. Subject to AWS Promotional Credit Terms.,Related: Innovation Sandbox (APN) — AWS; Marketing Development Funds (MDF) — AWS; Marketplace Private Offer Promotion Program (MPOPP) — AWS,https://aws.amazon.com/partners/funding/,2026-08-03
Innovation Sandbox (APN) — AWS,aws; cosell,An AWS program providing promotional credits to partners to offset AWS usage costs during solution development and testing. Accessible via the Funding tab in AWS Partner Central. For Global Startup Program partners; pre-loaded MDF Wallets are also available.,Related: AWS Partner Funding — AWS; Marketing Development Funds (MDF) — AWS,https://aws.amazon.com/partners/funding/,2026-05-14
Marketplace Commerce Analytics Service (MCAS) — AWS,aws; suger; integrations,An AWS service giving sellers programmatic access to marketplace business data (usage; subscriptions; billing; customer info) via the AWS SDK. Data is delivered to an S3 bucket; delivery notifications use SNS (verify against current docs — EventBridge migration may affect this pipeline). Suger uses MCAS as part of the AWS integration setup.,Related: Marketplace Data Feed Service (MDFS) — AWS; AWS Partner Network Integration (API); Suger Analytics,https://docs.aws.amazon.com/marketplace/latest/userguide/commerce-analytics-service.html,2026-08-03
Marketplace Data Feed Service (MDFS) — AWS,aws; suger; integrations,AWS's structured data pipeline that delivers product billing and customer information (company name; address; email domain) to an S3 bucket. Recommended alongside MCAS for complete revenue and buyer data sync in Suger.,Related: Marketplace Commerce Analytics Service (MCAS) — AWS; AWS Partner Network Integration (API); Entitlement,https://docs.aws.amazon.com/marketplace/latest/userguide/data-feed-service.html,2026-08-03
Plan of Action (POA) — AWS,aws; cosell,A document AWS partners submit alongside MDF fund requests outlining the marketing activity; timeline; expected outcomes; and budget breakdown. Required for MDF claims.,Related: Marketing Development Funds (MDF) — AWS | See also: Partner Opportunity Acceleration (POA) — AWS,https://aws.amazon.com/partners/funding/,2026-05-14
Partner Opportunity Acceleration (POA) — AWS,aws; cosell; funding,AWS funding program providing cash reimbursement or promotional credits to accelerate proof-of-concept and migration projects. Available to APN Select tier and above via the AWS Partner Funding Portal. Partners must apply POA benefits to reduce customer costs — benefits may not be retained as additional partner margin. Requires an Amazon Payee Central account.,Related: Proof of Concept (POC) Funding — AWS; Migration Acceleration Program (MAP) — AWS; AWS Partner Funding — AWS; Plan of Action (POA) — AWS; Amazon Payee Central — AWS,https://aws.amazon.com/partners/funding/,2026-05-14
Funding Dashboard — AWS,aws; cosell; suger,A native AWS Partner Central view providing real-time visibility into fund allocation; utilization; and performance metrics across all funding programs. Also mirrored in Suger's Funding tab.,Related: AWS Partner Funding — AWS; Funding Wallet; AWS Partner Funding Portal (APFP) — AWS,https://aws.amazon.com/partners/funding/,2026-08-03
Training & Certification Funding — AWS,aws; cosell,An AWS funding benefit offering discounted training to help partner teams prepare for AWS certification exams. Accessible via the Funding tab in AWS Partner Central.,Related: AWS Partner Funding — AWS; AWS Partner Network (APN) — AWS; Foundational Technical Review (FTR) — AWS,https://aws.amazon.com/partners/funding/,2026-08-03
Strategic Collaboration Agreement (SCA) — AWS,aws; cosell,A formal; multi-year agreement between AWS and a select partner — typically Premier Tier — committing both sides to joint business goals across Build-Market-Sell-Grow motions: co-sell targets; go-to-market investment; training; and funding. Anchored in outcome-driven business plans with defined metrics and milestones. MDF can stack on top of SCA benefits.,Related: Marketing Development Funds (MDF) — AWS; Partner Development Manager (PDM) — AWS; ISV Accelerate — AWS,https://aws.amazon.com/partners/,2026-08-03
SaaS Co-sell Benefit (SCB) — AWS,aws; cosell,An AWS program where AWS sales reps earn quota retirement credit for co-selling SaaS/PaaS solutions transacted as private offers in AWS Marketplace. Incentivizes AWS sellers to prioritize ISV partners. Available to ISV Accelerate partners.,Related: ISV Accelerate — AWS; Quota Retirement — AWS; APN Customer Engagements (ACE) — AWS,https://aws.amazon.com/partners/programs/isv-accelerate/,2026-08-03
Quota Retirement — AWS,aws; cosell,When an AWS seller earns credit toward their sales quota for a deal transacted through AWS Marketplace. The SCB program grants this to AWS reps on co-sold SaaS private offers — the core mechanic that motivates AWS sellers to co-sell your product.,Related: SaaS Co-sell Benefit (SCB) — AWS; ISV Accelerate — AWS; Private Offer,https://aws.amazon.com/partners/programs/isv-accelerate/,2026-08-03
Partner Development Manager (PDM) — AWS,aws; cosell,The AWS-assigned contact responsible for managing a partner's relationship with AWS. Helps with APN program navigation; SCA setup; co-sell strategy; and funding access.,Related: AWS Partner Network (APN) — AWS; ISV Accelerate — AWS; Strategic Collaboration Agreement (SCA) — AWS,https://aws.amazon.com/partners/,2026-08-03
Private Pricing Agreement (PPA) — AWS,aws; cosell,AWS's committed spend program for enterprises — essentially the same as EDP. A negotiated agreement where a customer commits to a minimum AWS spend over 1–3 years in exchange for discounts. Marketplace transactable purchases count toward PPA drawdown. Can be AWS-led or Partner-led.,Also known as: EDP (Enterprise Discount Program),https://aws.amazon.com/pricing/enterprise/,2026-05-14
Reseller Private Offer Plan (RPOP) — GCP,gcp; cosell; offers,GCP Marketplace's channel reseller mechanism — the equivalent of AWS's CPPO. An ISV creates a plan (single-use or multi-use) with a wholesale discount that an authorized reseller uses to create private offers for end customers. Suger manages the full RPOP lifecycle from the console and Salesforce.,AWS equivalent: Resale Authorization — AWS | Related: Marketplace Channel Private Offer (MCPO) — GCP,https://docs.cloud.google.com/marketplace/docs/partners/resellers/resell,2026-08-03
Reseller Contract (RCMP) — AWS,aws; cosell,AWS's standard contract template governing the relationship between an ISV and a channel partner in a CPPO transaction. ISVs can attach RCMP or a custom reseller contract to a resale authorization.,Related: Channel Partner Private Offer (CPPO) — AWS; Resale Authorization — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/channel-partner-offers.html,2026-05-14
Partner Sales Console — GCP,gcp; cosell,The GCP portal used by authorized resellers to view RPOP private offer plans from ISVs; create private offers for end customers; and manage orders. The reseller-side equivalent of the GCP Producer Portal.,Related: Reseller Private Offer Plan (RPOP) — GCP; Marketplace Channel Private Offer (MCPO) — GCP; Producer Portal — GCP,https://docs.cloud.google.com/marketplace/docs/partners/resellers/resell,2026-08-03
Selling Authorization — AWS,aws; cosell; offers,AWS's term in the AMMP UI for what the API calls a Resale Authorization. An ISV creates this to authorize a specific channel partner to resell a product via CPPO. Can be single-use or reusable. Tracks statuses: Authorized; Authorized (reusable); Authorized (consumed); Expired; Deactivated.,Also called: Resale Authorization — AWS; Opportunity (in AWS API docs),https://docs.aws.amazon.com/marketplace/latest/userguide/channel-partner-offers.html,2026-05-14
Marketplace Channel Private Offer (MCPO) — GCP,gcp; cosell; offers; channel,GCP Marketplace's channel reseller program — the GCP equivalent of AWS's CPPO. An ISV creates a Reseller Private Offer Plan (RPOP) with a wholesale discount; the reseller uses it to create a private offer with markup for the end customer. MCPO purchases count 100% toward the buyer's CUD committed spend; capped at 25% of total commitment.,AWS equivalent: Channel Partner Private Offer (CPPO) — AWS | Azure equivalent: Multiparty Private Offer (MPO) — Azure,https://docs.cloud.google.com/marketplace/docs/partners/resellers/resell,2026-08-03
Express Private Offer — AWS,aws; offers,An AI-powered AWS Marketplace feature (launched Nov 2025) where sellers pre-configure a rate card and AWS automatically generates and delivers personalized private offers to qualified buyers in minutes — without manual negotiation. Available for SaaS Contract and SaaS Contract with Consumption products. A July 2026 update lets sellers with active SaaS Contract or Consumption listings auto-send EPO links directly within shared ACE co-sell opportunities; and adds an 'EPO Enabled' badge on qualifying listings for improved buyer visibility.,Related: Private Offer — AWS; Agreement-Based Offer (ABO) — AWS; Marketplace Private Offer Promotion Program (MPOPP) — AWS,https://docs.aws.amazon.com/marketplace/latest/userguide/express-private-offers.html,2026-07-27
Marketplace Private Offer Promotion Program (MPOPP) — AWS,aws; cosell; funding,An AWS program (launched Aug 2025) that issues AWS Promotional Credits to customers as an incentive for accepting private offers from participating ISVs. Credits are based on Total Contract Value (TCV). Self-service requests submitted via the AWS Partner Funding Portal with next-business-day credit delivery.,Related: AWS Promotional Credits — AWS; Marketing Development Funds (MDF) — AWS; Express Private Offer — AWS; AWS Partner Funding Portal (APFP) — AWS,https://aws.amazon.com/partners/funding/,2026-05-14
Multi-Product Solution — AWS,aws; offers,An AWS Marketplace framework that lets sellers combine multiple products into a unified offering through two complementary capabilities: Solution Listings (discovery pages showing how products work together) and Offer Sets (groups of private offers processed as a single buyer transaction). Sellers can use either or both. Simplifies both product discovery and procurement for buyers purchasing multi-component solutions.,Related: Offer Set — AWS | Related: Solution Listing — AWS | Related: Private Offer | Related: Seller of Record,https://docs.aws.amazon.com/marketplace/latest/userguide/multi-product-solutions.html,2026-08-03
Agent Mode — AWS,aws,An AI-powered conversational buyer discovery experience on AWS Marketplace (launched Nov 2025). Buyers describe their needs in natural language; ask follow-up questions; upload requirements documents; and compare products side-by-side. Can generate downloadable procurement proposals. Also accessible via MCP-compatible AI applications.,Related: Listing; AWS Marketplace — AWS,https://aws.amazon.com/marketplace/,2026-05-14
Resale-Enabled Offer — Azure,azure; cosell; offers,A Microsoft Marketplace channel motion where ISVs designate authorized channel partners to resell their solutions on a geographic basis — without creating a separate private offer per customer deal. Available for transactable SaaS and Azure VM with software reservation pricing offers; available in 30+ markets as of May 2026. Resale-enabled offers that are also Azure benefit-eligible count toward the customer's MACC.,Related: Multiparty Private Offer (MPO) — Azure; Azure Consumption Commitment (MACC) — Azure; Cloud Solution Provider (CSP) — Azure; Microsoft Marketplace — Azure,https://learn.microsoft.com/en-us/partner-center/marketplace-offers/resale-enabled-offers-overview,2026-06-02
AWS ACE Integration,aws; cosell; suger; integrations,Suger's connection to AWS Partner Central via the Partner Central API. Enables bi-directional sync of co-sell referrals (ACE opportunities); funding requests; and pipeline data between Suger and AWS Partner Central. Requires APN membership and Partner Central 3.0 migration for full functionality including funding.,Related: APN Customer Engagements (ACE) — AWS; Funding Benefits API — AWS; Partner Central 3.0 (PC3.0) — AWS,https://doc.suger.io/integrations/aws-partner-network-api/,2026-08-03
AWS Partner Network Integration (S3),aws; suger; integrations,Suger's legacy integration with AWS Partner Network using S3-based data delivery for MCAS and MDFS reports. Being deprecated in favor of the API-based AWS Partner Network integration. ISVs still on S3 should migrate to the API integration.,Related: Marketplace Commerce Analytics Service (MCAS) — AWS; Marketplace Data Feed Service (MDFS) — AWS; AWS Partner Network Integration (API),https://doc.suger.io/integrations/aws-partner-network-s3/,2026-07-10
AWS Partner Network Integration (API),aws; suger; integrations,Suger's current API-based integration with AWS Partner Network. Enables programmatic access to co-sell (ACE); funding; MCAS/MDFS data; and marketplace reporting. Replaces the legacy S3-based integration.,Related: APN Customer Engagements (ACE) — AWS; Marketplace Commerce Analytics Service (MCAS) — AWS; Marketplace Data Feed Service (MDFS) — AWS; AWS Partner Funding Portal (APFP),https://doc.suger.io/integrations/aws-partner-network-api/,2026-07-10
Lago Integration,suger; integrations,Suger's connection to Lago; an open-source usage-based billing engine. Automates the flow of metered usage data from Lago directly to all connected cloud marketplaces via Suger's unified metering API — eliminating manual reporting.,Related: Usage Metering; Metronome Integration; Orb Integration,https://doc.suger.io/integrations/lago/,2026-05-14
Metronome Integration,suger; integrations,Suger's connection to Metronome; a usage-based billing platform. Automatically syncs consumption data from Metronome to cloud marketplace metering endpoints (AWS; Azure; GCP) through Suger.,Related: Usage Metering; Lago Integration; Orb Integration,https://doc.suger.io/integrations/metronome/,2026-05-14
Orb Integration,suger; integrations,Suger's connection to Orb; a billing infrastructure platform. Pipes metered usage from Orb to all cloud marketplaces automatically via Suger; supporting complex pricing models including tiered; volume; and matrix pricing.,Related: Usage Metering; Metronome Integration; Lago Integration,https://doc.suger.io/integrations/orb/,2026-05-14
Salesforce Integration,suger; cosell; integrations,Suger's bi-directional connection to Salesforce CRM. Syncs marketplace entitlements; private offer status; co-sell referrals; and metering data into Salesforce opportunities and accounts. Also available as the Suger Salesforce App for a deeper embedded experience.,Related: Salesforce App; CRM Integration; HubSpot Integration,https://doc.suger.io/integrations/salesforce/,2026-05-14
HubSpot Integration,suger; cosell; integrations,Suger's bi-directional connection to HubSpot CRM. Syncs marketplace deals; entitlement events; and co-sell referral status into HubSpot. Also available as the Suger HubSpot App for a deeper embedded experience.,Related: HubSpot App; CRM Integration; Salesforce Integration,https://doc.suger.io/integrations/hubspot/,2026-05-14
Slack Integration,suger; integrations,Suger's connection to Slack that delivers real-time marketplace event notifications — new entitlements; cancellations; usage alerts; and co-sell updates — to designated Slack channels in your workspace.,Related: Webhook; Email Notification; Microsoft Teams Integration,https://doc.suger.io/integrations/slack/,2026-05-14
Microsoft Teams Integration,suger; azure; integrations,Suger's connection to Microsoft Teams that pushes real-time marketplace event notifications and alerts to designated Teams channels. Mirrors Slack Integration functionality for Microsoft-centric organizations.,Related: Slack Integration; Webhook; Email Notification,https://doc.suger.io/integrations/microsoft-teams/,2026-05-14
Gmail Integration,suger; integrations,Suger's organization-level connection to Gmail that allows Suger to send; receive; and manage emails on behalf of the organization — used for automated communications triggered by marketplace events and workflows.,Related: User Gmail Integration; Microsoft Outlook Integration; Workflow,https://doc.suger.io/integrations/google-mail/,2026-08-03
User Gmail Integration,suger; integrations,Suger's user-level Gmail connection (distinct from the org-level Gmail Integration). Allows individual Suger users to connect their personal Gmail account for email-based actions within Suger workflows.,Related: Gmail Integration; User Microsoft Outlook Integration,https://doc.suger.io/integrations/google-mail/,2026-08-03
Google Drive Integration,suger; integrations,Suger's connection to Google Drive that enables creating; deleting; updating; and sharing files and folders programmatically — used for storing marketplace reports; contracts; and exported data within Suger workflows.,Related: Table Export; Google Cloud Storage Integration,https://doc.suger.io/integrations/google-drive/,2026-05-14
Google Cloud Storage Integration,suger; gcp; integrations,Suger's connection to GCP Cloud Storage for reading and writing files to GCS buckets as part of workflow automation. The integration supports file operations triggered by marketplace events — storing contracts; reports; or documents in GCS — and is used for data archiving and workflow-driven file management rather than as a Table Export destination (Table Export writes to Amazon S3 or Snowflake).,Related: Google BigQuery Integration; Google Drive Integration; Table Export,https://doc.suger.io/integrations/google-cloud-storage/,2026-06-16
Google BigQuery Integration,suger; gcp; integrations,Suger's connection to Google BigQuery that allows Suger to query or update data in BigQuery tables. Used for advanced analytics; custom reporting; and syncing marketplace data into an existing data warehouse.,Related: Table Export; Google Cloud Storage Integration; Suger Analytics,https://doc.suger.io/integrations/bigquery/,2026-08-03
Microsoft Outlook Integration,suger; azure; integrations,Suger's organization-level connection to Microsoft Outlook that allows Suger to send; receive; and manage emails on behalf of the organization — used for automated communications in Suger workflows.,Related: User Microsoft Outlook Integration; Gmail Integration; Workflow,https://doc.suger.io/integrations/microsoft-outlook/,2026-05-14
User Microsoft Outlook Integration,suger; azure; integrations,Suger's user-level Outlook connection (distinct from the org-level Microsoft Outlook Integration). Allows individual Suger users to connect their personal Outlook account for email-based workflow actions.,Related: Microsoft Outlook Integration; User Gmail Integration,https://doc.suger.io/integrations/microsoft-outlook/,2026-05-14
OpenAI Integration,suger; integrations,Suger's connection to OpenAI via API key. Enables AI-powered features within Suger — such as workflow automation; intelligent suggestions; and natural language processing — billed at cost directly to the ISV's OpenAI account.,Related: Google Gemini Integration; Anthropic Integration,https://doc.suger.io/integrations/openai/,2026-05-14
Google Gemini Integration,suger; gcp; integrations,Suger's connection to Google Gemini via API key. Provides AI-powered capabilities within Suger at cost; using Google's Gemini models as an alternative or complement to OpenAI or Anthropic.,Related: OpenAI Integration; Anthropic Integration,https://doc.suger.io/integrations/google-gemini/,2026-05-14
Anthropic Integration,suger; integrations,Suger's connection to Anthropic via API key. Enables Claude-powered AI features within Suger at cost; billed directly to the ISV's Anthropic account. One of three AI provider integrations supported alongside OpenAI and Gemini.,Related: OpenAI Integration; Google Gemini Integration,https://doc.suger.io/integrations/anthropic/,2026-05-14
OAuth 2.0 Integration,suger; integrations,Suger's generic OAuth 2.0 connector that allows ISVs to connect any compliant external service — including Salesforce; HubSpot; or custom providers — to the Suger platform using standard OAuth 2.0 authorization flows.,Related: Salesforce Integration; HubSpot Integration; Okta Single Sign-On (SSO) Integration,https://doc.suger.io/integrations/oauth2-integration/,2026-08-03
Snowflake Integration,suger; snowflake; integrations,Suger's connection to Snowflake for real-time cloud data streaming. Distinct from Snowflake Marketplace — this integration pipes marketplace data (entitlements; usage; revenue) from Suger directly into a Snowflake data warehouse.,Related: Snowflake Marketplace — Snowflake; Table Export; Google BigQuery Integration,https://doc.suger.io/integrations/snowflake/,2026-05-14
